,week,channel,cost,impressions,clicks,applications
374,2023-10-16,google,18978.767182869287,1016157.0196223586,62208.12021077924,1488
375,2023-10-16,tv,120000.0,5458484.514492741,,1488
376,2023-10-23,affiliates,42887.529208146516,2126760.155093351,75683.90593316813,1311
377,2023-10-23,facebook,39517.527884287345,2045438.188957205,48563.413002592926,1311
378,2023-10-23,google,18474.47482907526,859810.5503484876,51392.65633185517,1311
379,2023-10-23,tv,120000.0,6233605.871349784,,1311
380,2023-10-30,affiliates,41418.00751517702,2052317.0074570111,76347.39549370325,1700
381,2023-10-30,facebook,41285.44551973508,2338645.547837757,72457.33322802377,1700
382,2023-10-30,google,20342.725346377705,1063594.2937604818,66845.66376576091,1700
383,2023-10-30,tv,120000.0,6429800.217616622,,1700
384,2023-11-06,affiliates,38694.752041395215,1848412.815503639,37989.12795263,1693
385,2023-11-06,facebook,40256.208829821575,1875727.6527550542,64155.92133739312,1693
386,2023-11-06,google,19323.60769794073,1140183.7169616772,68182.08581054448,1693
387,2023-11-06,tv,80000.0,3084303.9346444495,,1693
388,2023-11-13,affiliates,39904.57728771604,1994510.0753879442,48283.45204379757,1290
389,2023-11-13,facebook,41571.600317301665,2167014.7744175745,54533.18528917559,1290
390,2023-11-13,google,19547.693680750923,740478.4310573079,38564.47647502873,1290
391,2023-11-13,tv,80000.0,4486665.3799323505,,1290
392,2023-11-20,affiliates,38636.03150400441,1738308.4639135145,49706.058825744316,1865
393,2023-11-20,facebook,40416.76561589511,1608236.6826602302,46259.50181133908,1865
394,2023-11-20,google,21503.398301767153,1169501.2690343547,68877.98673353667,1865
395,2023-11-20,tv,80000.0,4017206.9369564997,,1865
396,2023-11-27,affiliates,38706.12644458885,2070433.92154588,66186.44509442511,1918
397,2023-11-27,facebook,42798.71087317201,2337801.1919514993,70831.05550792444,1918
398,2023-11-27,google,21797.686526849524,1159728.785356814,66271.66354119816,1918
399,2023-11-27,tv,80000.0,4366452.980067941,,1918
400,2023-12-04,affiliates,38621.62436382087,2266309.927766234,70231.93369985398,2058
401,2023-12-04,facebook,42634.78813126865,2173862.4929678473,87772.53365965438,2058
402,2023-12-04,google,20895.19322002773,1111119.8486216757,72498.08518813098,2058
403,2023-12-04,tv,80000.0,3657449.4646012364,,2058
404,2023-12-11,affiliates,44284.540717223725,2596744.3151466195,83567.43449834836,1749
405,2023-12-11,facebook,41045.67097607099,1934544.040800382,57800.74606738842,1749
406,2023-12-11,google,19348.581996385554,920616.5761338305,53762.40935781211,1749
407,2023-12-11,tv,80000.0,4271466.205697226,,1749
408,2023-12-18,affiliates,41294.391879405484,1964955.1383452048,74412.72104142657,2209
409,2023-12-18,facebook,39485.24692515331,1644840.0753954912,52628.49321729319,2209
410,2023-12-18,google,20038.003478168197,1013926.1146197581,63945.8763488852,2209
411,2023-12-18,tv,80000.0,3345412.7582730204,,2209
412,2023-12-25,affiliates,39922.98306099859,1961690.169192913,67518.04013717354,1807
413,2023-12-25,facebook,43367.85538291574,2068888.6373978064,73225.0117202582,1807
414,2023-12-25,google,18774.23433699766,801249.1310585227,48974.156986439775,1807
415,2023-12-25,tv,80000.0,4670142.9136717785,,1807
